2.56673e-05	7.25593e-06	1.08965e-07	2.51457e-08	8.3819e-09	6.51926e-09	9.31323e-10	9.31323e-10	9.31323e-10	0	0	0	0	9.31323e-10	0	0	0	5.58794e-09	2.79397e-09	1.86265e-09	3.44589e-08	1.10827e-07	4.32134e-07	2.40281e-07	3.76254e-07	1.24518e-06	8.60542e-07	3.57162e-06	 
7.63685e-08	1.49012e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83242e-07	 
6.0536e-08	6.23986e-08	6.51926e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31323e-10	3.72529e-09	6.51926e-09	5.20796e-06	 
7.72998e-08	8.75443e-08	7.35745e-08	1.30385e-08	8.3819e-09	1.86265e-09	9.31323e-10	9.31323e-10	9.31323e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79397e-09	1.49012e-08	2.04146e-06	 
6.51926e-08	1.10641e-06	2.95136e-06	3.5651e-06	7.22706e-06	6.48107e-06	6.56489e-06	3.81283e-06	1.43703e-06	1.35973e-07	4.74975e-08	1.58325e-08	7.45058e-09	1.21072e-08	5.58794e-09	9.31323e-10	0	0	0	2.79397e-09	3.72529e-09	7.45058e-09	5.58794e-09	2.79397e-09	2.79397e-09	2.79397e-08	8.19564e-08	2.52388e-06	 
3.60422e-07	6.98771e-06	2.02972e-05	5.15999e-05	0.000428335	0.00260621	0.00411865	0.00368026	0.0016814	0.000320151	0.00013253	6.35749e-05	7.05943e-05	2.80263e-05	7.98143e-06	9.22941e-07	5.15953e-07	5.17815e-07	4.44241e-07	6.10016e-07	4.82425e-07	9.1549e-07	3.69735e-07	8.47504e-08	4.56348e-08	1.07102e-07	8.10251e-08	2.63657e-06	 
6.14673e-08	8.50298e-07	4.07919e-06	2.69869e-05	0.000854868	0.0231272	0.0800241	0.154245	0.0981301	0.0212992	0.00899098	0.00448354	0.00422767	0.00183316	0.00117996	0.000258274	0.000154124	0.000165002	0.000186614	0.000215996	0.000113781	0.000190567	4.21843e-05	1.55251e-06	3.92087e-07	4.83356e-07	1.94646e-07	3.55765e-06	 
8.6613e-08	1.26194e-06	2.48943e-06	1.63978e-05	0.000846657	0.052266	0.451617	0.80742	0.804476	0.546033	0.362893	0.195401	0.181288	0.15011	0.175767	0.128562	0.0687783	0.0381429	0.0617457	0.0714933	0.0206494	0.00904376	0.000243751	2.8694e-06	1.45938e-06	6.6217e-07	1.08965e-07	2.18861e-06	 
1.4659e-06	2.61702e-05	1.23428e-05	2.31788e-05	0.000673553	0.0482253	0.577074	0.912559	0.947124	0.884085	0.798298	0.725792	0.741183	0.78853	0.801667	0.787249	0.675356	0.549348	0.660781	0.75752	0.445289	0.0462138	0.000370772	5.68572e-06	7.10227e-06	1.4361e-06	1.95578e-07	2.51085e-06	 
3.44031e-06	1.6056e-05	6.0834e-06	1.73543e-05	0.000322301	0.0167588	0.213181	0.671281	0.813668	0.621339	0.512527	0.540994	0.582725	0.650525	0.677373	0.575951	0.464981	0.475874	0.718636	0.925262	0.877372	0.304835	0.00280248	2.46093e-05	1.47959e-05	7.56234e-07	7.72998e-08	7.71135e-07	 
